,danceability,energy,speechiness,acousticness,valence,tempo_scale,reggaeton
462,0.573,0.979,0.0361,0.000171,0.464,0.5896863346982197,0
463,0.561,0.972,0.0444,0.00265,0.822,0.599803855296184,0
465,0.777,0.931,0.0509,0.00364,0.493,0.5778622443608398,0
466,0.492,0.901,0.045,0.00139,0.104,0.6063586345225761,0
467,0.728,0.784,0.0379,0.0449,0.964,0.534145246815419,0
468,0.611,0.991,0.0413,0.0669,0.445,0.5555771031532754,0
469,0.586,0.912,0.0449,0.00539,0.502,0.584721768183556,0
470,0.867,0.911,0.115,0.0239,0.675,0.5054937139500995,0
471,0.536,0.977,0.0658,0.000243,0.346,0.5900464874029665,0
472,0.443,0.998,0.113,2.16e-05,0.14,0.5676117443026611,0
473,0.66,0.934,0.0498,0.00342,0.445,0.5616165869713373,0
474,0.679,0.975,0.129,0.0394,0.65,0.5674399791665513,0
475,0.502,0.955,0.0454,0.000125,0.634,0.5452434909324632,0
476,0.748,0.845,0.0536,0.00083,0.659,0.5005900963547005,0
477,0.759,0.974,0.0512,0.0281,0.608,0.5230802475634284,0
478,0.604,0.939,0.0544,0.0102,0.204,0.5895201103729519,0
479,0.619,0.974,0.0277,0.146,0.701,0.5451271339047756,0
480,0.633,0.971,0.0571,0.0154,0.205,0.5786268762570714,0
481,0.72,0.8,0.0819,0.18,0.519,0.523711899999446,0
483,0.639,0.869,0.0311,0.00336,0.562,0.5510558015059923,0
484,0.654,0.974,0.0521,0.00593,0.971,0.5506069958277694,0
485,0.66,0.946,0.0508,0.0526,0.853,0.5548401753112551,0
487,0.7,0.99,0.0499,0.0873,0.77,0.5225261664792026,0
488,0.803,0.927,0.0619,0.067,0.862,0.528770660298428,0
489,0.592,0.931,0.0371,0.00551,0.612,0.5344056649250051,0
490,0.789,0.862,0.0398,0.0263,0.882,0.5366995606137003,0
491,0.65,0.82,0.0356,0.0655,0.757,0.5673956526798132,0
492,0.604,0.755,0.0337,0.000295,0.388,0.573390810011137,0
493,0.592,0.882,0.0468,0.00884,0.442,0.32456961751782754,0
494,0.53,0.861,0.0372,0.0175,0.844,0.536887948182337,0
495,0.259,0.737,0.0401,0.0657,0.859,0.783963785260335,0
497,0.667,0.587,0.0978,0.0692,0.679,0.5360568265559982,0
498,0.29,0.939,0.0693,0.00756,0.222,0.240565384338344,0
499,0.561,0.706,0.029,0.00263,0.569,0.5125139212872412,0
500,0.721,0.521,0.0612,0.0707,0.942,0.49611866200499777,0
501,0.682,0.901,0.0545,0.0267,0.865,0.5544855634173504,0
502,0.704,0.815,0.0414,0.00539,0.913,0.43416685597770377,0
503,0.411,0.597,0.0533,0.0324,0.77,0.6892159198577119,0
504,0.657,0.384,0.0301,0.018,0.595,0.4590894231461832,0
505,0.487,0.884,0.0425,0.000427,0.569,0.5649078286116389,0
506,0.565,0.714,0.0398,0.000913,0.684,0.4825990835498867,0
507,0.34,0.976,0.0912,0.00649,0.669,0.6159054516037876,0
508,0.369,0.54,0.0321,0.0809,0.915,0.7559051191551371,0
509,0.499,0.902,0.0691,0.0002,0.459,0.5079205890990087,0
511,0.411,0.879,0.0468,0.00487,0.499,0.6634068229544712,0
512,0.511,0.817,0.0307,0.00149,0.696,0.5226757683719435,0
513,0.544,0.951,0.0363,0.00202,0.92,0.584960023049773,0
514,0.338,0.928,0.0684,0.0255,0.554,0.7465743936967736,0
515,0.671,0.792,0.0714,0.000662,0.635,0.5344776954659545,0
516,0.453,0.721,0.0533,0.00352,0.601,0.6426121598634743,0
517,0.664,0.788,0.0294,0.0451,0.869,0.5038314706974218,0
518,0.427,0.912,0.0529,0.000886,0.574,0.5328320746458036,0
519,0.325,0.838,0.144,0.0327,0.449,0.6811207952171721,0
521,0.65,0.732,0.0289,0.435,0.919,0.41951141129992964,0
522,0.822,0.87,0.0592,0.124,0.901,0.41885759562054314,0
524,0.268,0.911,0.1,0.000137,0.595,0.7626205818959547,0
525,0.6,0.925,0.0828,0.00882,0.382,0.46876367887676684,0
526,0.561,0.872,0.0393,0.0457,0.733,0.43205580704680324,0
527,0.462,0.836,0.0621,0.00517,0.671,0.7490455953324209,0
528,0.452,0.825,0.0385,0.00288,0.583,0.650291723690845,0
530,0.611,0.846,0.0436,0.00509,0.751,0.38970184896857807,0
531,0.681,0.739,0.0498,0.135,0.359,0.5344222873575319,0
534,0.361,0.753,0.0561,0.0564,0.608,0.5610735875087961,0
535,0.133,0.927,0.0741,0.00344,0.5,0.909407742729071,0
536,0.65,0.838,0.0607,0.128,0.514,0.47736301730395225,0
537,0.546,0.836,0.0317,0.107,0.735,0.6040924428880922,0
539,0.493,0.758,0.0607,0.0971,0.71,0.8135627967796807,0
540,0.739,0.557,0.0329,0.0109,0.319,0.46542256993888487,0
541,0.607,0.706,0.0327,0.055,0.703,0.5945788706719342,0
542,0.357,0.992,0.0555,0.123,0.77,0.7055502302206905,0
543,0.431,0.856,0.0386,0.0249,0.76,0.4524459909463151,0
544,0.607,0.545,0.0423,0.0407,0.644,0.5015264933870422,0
545,0.61,0.819,0.0666,0.00381,0.454,0.368342023171671,0
546,0.543,0.83,0.0316,3.48e-05,0.532,0.49285512441890744,0
547,0.359,0.878,0.0662,6.57e-05,0.536,0.7242504668133134,0
549,0.499,0.84,0.0346,0.000564,0.732,0.5083139866688091,0
550,0.545,0.717,0.036,0.00417,0.589,0.47061430969808127,0
551,0.688,0.814,0.0699,0.247,0.921,0.6082812958848397,0
552,0.556,0.76,0.0463,0.0626,0.696,0.5303497913884717,0
554,0.308,0.942,0.109,0.00292,0.363,0.4799007086697067,0
555,0.411,0.645,0.0431,0.0319,0.433,0.5035433485336244,0
556,0.679,0.68,0.0616,0.613,0.574,0.3066173903889095,0
557,0.528,0.671,0.0434,0.269,0.503,0.5733520243352411,0
558,0.3,0.876,0.048,0.121,0.312,0.5574388155962744,0
559,0.583,0.938,0.0364,0.000141,0.896,0.49658409011574756,0
560,0.501,0.5,0.0378,0.462,0.623,0.6142321267294256,0
562,0.606,0.794,0.0291,0.119,0.584,0.4002349303797118,0
563,0.535,0.837,0.039,0.097,0.903,0.34536982141966655,0
564,0.41,0.763,0.0667,0.00337,0.537,0.7086918699682512,0
565,0.531,0.849,0.111,0.0389,0.305,0.4761606613511822,0
566,0.387,0.931,0.061,0.0219,0.407,0.7641664681209448,0
567,0.611,0.696,0.0312,0.003,0.963,0.5233628289163836,0
569,0.631,0.938,0.0833,0.0447,0.682,0.5614891483219654,0
570,0.516,0.391,0.0308,0.776,0.378,0.5231467372935356,0
571,0.639,0.929,0.212,0.00326,0.688,0.38884856409887025,0
572,0.503,0.736,0.0296,0.038,0.393,0.4514874306706044,0
573,0.415,0.782,0.0461,0.0011,0.564,0.5621152599471406,0
574,0.647,0.722,0.0277,0.106,0.637,0.5554829093689571,0
575,0.589,0.782,0.0519,0.101,0.785,0.581508097895046,0
576,0.464,0.86,0.0517,0.0194,0.469,0.6284110616747655,0
578,0.286,0.856,0.0585,0.0238,0.696,0.71222136647477,0
579,0.459,0.953,0.066,0.000275,0.517,0.3407321627446961,0
580,0.305,0.974,0.0639,0.000937,0.538,0.5581868250599792,0
581,0.559,0.868,0.17,0.0475,0.609,0.6799461433186131,0
582,0.539,0.828,0.0361,0.000721,0.587,0.3974091168501598,0
583,0.443,0.96,0.0757,0.0231,0.243,0.49755927282398504,0
584,0.362,0.961,0.0857,0.024,0.491,0.7227433662642191,0
585,0.473,0.783,0.0869,0.0125,0.124,0.3235667307553788,0
587,0.31,0.7,0.047,0.011,0.763,0.8577563040575358,0
588,0.333,0.445,0.0283,0.00858,0.35,0.30913291851129493,0
590,0.577,0.828,0.0298,0.00213,0.604,0.4968888347120718,0
592,0.508,0.912,0.0368,7.06e-05,0.682,0.4654447331822539,0
593,0.415,0.646,0.0699,4.22e-05,0.409,0.7173521573147014,0
594,0.317,0.981,0.174,0.00242,0.234,0.5900963547005469,0
595,0.61,0.891,0.0587,0.000805,0.51,0.5891211719923093,0
597,0.573,0.913,0.132,0.0591,0.422,0.45510003933975696,0
598,0.504,0.911,0.0738,0.00512,0.671,0.4026230198527252,0
600,0.61,0.824,0.0534,0.0136,0.819,0.561910249945977,0
601,0.28,0.908,0.109,0.0327,0.26,0.4716282780822145,0
604,0.43,0.704,0.0804,0.000155,0.703,0.4691016683381446,0
605,0.301,0.995,0.159,0.000417,0.0374,0.30236758847289713,0
606,0.27,0.953,0.0797,0.0175,0.426,0.3705694291302589,0
607,0.462,0.628,0.0581,0.231,0.447,0.3140365361066938,0
608,0.501,0.889,0.0364,0.000147,0.257,0.5537486355753302,0
609,0.27,0.886,0.117,7.5e-06,0.192,0.47488073404662035,0
610,0.598,0.676,0.0279,0.13,0.805,0.44653394577762506,0
612,0.634,0.796,0.0283,0.17,0.962,0.6319848846680224,0
613,0.327,0.814,0.0391,0.0299,0.413,0.41277378531574305,0
615,0.477,0.859,0.0387,0.000333,0.629,0.3182087666709146,0
616,0.314,0.991,0.349,0.000139,0.0396,0.582882218983926,0
617,0.502,0.924,0.0503,0.0127,0.922,0.6405565190409965,0
618,0.336,0.795,0.0897,0.00361,0.417,0.6742723530161403,0
619,0.535,0.967,0.068,0.000886,0.347,0.4288088918932397,0
621,0.64,0.922,0.0385,0.00369,0.716,0.5071282531485658,0
622,0.551,0.947,0.152,0.000652,0.466,0.5212684024180099,0
623,0.338,0.34,0.0339,0.58,0.197,0.27069077288770443,0
624,0.54,0.584,0.0254,0.0108,0.244,0.5855639714315792,0
625,0.366,0.963,0.0708,0.000308,0.131,0.40419661013192676,0
626,0.546,0.91,0.061,0.0442,0.458,0.3158317588195857,0
627,0.489,0.953,0.0858,0.02,0.447,0.3372359111032308,0
628,0.331,0.79,0.078,0.00279,0.604,0.7197513284093995,0
629,0.257,0.975,0.175,6.07e-05,0.276,0.6412546612071212,0
630,0.431,0.95,0.117,0.000109,0.162,0.5899356711861214,0
631,0.275,0.99,0.469,6.42e-05,0.146,0.42269183672338606,0
633,0.587,0.966,0.0678,0.532,0.901,0.7876816693354906,0
636,0.742,0.887,0.0433,0.415,0.89,0.34036646922910696,0
638,0.789,0.882,0.0502,0.231,0.651,0.40680079122778834,0
639,0.737,0.913,0.0702,0.451,0.938,0.35122645847993395,0
642,0.779,0.931,0.0581,0.212,0.937,0.368064982629558,0
644,0.627,0.947,0.035,0.599,0.934,0.2959679519500884,0
645,0.828,0.875,0.0955,0.612,0.94,0.3624853861114036,0
646,0.754,0.955,0.0603,0.282,0.914,0.36781010533081415,0
647,0.546,0.804,0.0452,0.314,0.877,0.33304151729564113,0
648,0.527,0.725,0.0797,0.166,0.713,0.3328642113486887,0
649,0.628,0.69,0.0511,0.446,0.662,0.8107979321693937,0
651,0.628,0.816,0.0549,0.182,0.923,0.35197446794363885,0
652,0.655,0.877,0.0344,0.344,0.893,0.3958244449492738,0
653,0.525,0.704,0.0501,0.353,0.855,0.3594656442023726,0
654,0.574,0.802,0.0316,0.659,0.739,0.3322103956693022,0
655,0.702,0.944,0.0504,0.648,0.883,0.3569944425667252,0
656,0.8,0.899,0.0585,0.469,0.75,0.34023903057973504,0
657,0.734,0.823,0.0426,0.102,0.644,0.3321328243175107,0
659,0.808,0.774,0.0588,0.532,0.839,0.3124241601515966,0
660,0.704,0.949,0.0378,0.553,0.899,0.3401337551737321,0
661,0.79,0.911,0.0396,0.338,0.838,0.3570997179727281,0
662,0.676,0.86,0.0395,0.191,0.823,0.3292405210578516,0
664,0.806,0.851,0.0602,0.429,0.886,0.36794308479102833,0
665,0.689,0.98,0.0558,0.221,0.823,0.36804836019703124,0
666,0.69,0.938,0.0643,0.322,0.961,0.39017835870101236,0
667,0.631,0.717,0.169,0.563,0.583,0.38618897489458615,0
671,0.407,0.872,0.0502,0.495,0.874,0.3435358130308789,0
672,0.482,0.887,0.128,0.343,0.469,0.30897223499686943,0
673,0.757,0.88,0.0419,0.17,0.908,0.36782118695249855,0
674,0.638,0.854,0.0421,0.542,0.771,0.3393192559799201,0
676,0.756,0.757,0.0432,0.328,0.852,0.39561943494811036,0
677,0.61,0.849,0.0461,0.407,0.742,0.7981815058815707,0
678,0.74,0.525,0.0458,0.5,0.804,0.3189789393779886,0
679,0.769,0.931,0.0992,0.604,0.645,0.3679209215476592,0
680,0.64,0.83,0.0427,0.665,0.74,0.34261603843106403,0
682,0.797,0.813,0.0501,0.456,0.645,0.3841277932612659,0
683,0.704,0.907,0.0525,0.748,0.746,0.2734279334437802,0
684,0.792,0.895,0.0463,0.416,0.84,0.36796524803439734,0
685,0.725,0.913,0.0607,0.213,0.797,0.3675275239778589,0
687,0.731,0.931,0.0618,0.229,0.963,0.35686700391735326,0
688,0.682,0.946,0.0573,0.204,0.823,0.3680317377645045,0
689,0.832,0.791,0.0585,0.661,0.767,0.298766061425429,0
690,0.732,0.909,0.0399,0.42,0.623,0.3235611899445364,0
691,0.791,0.942,0.0464,0.573,0.898,0.3678987583042903,0
692,0.739,0.858,0.095,0.297,0.954,0.8775647028186107,0
695,0.762,0.848,0.0375,0.292,0.915,0.3406213465278509,0
696,0.778,0.871,0.0449,0.378,0.807,0.35451770012023553,0
697,0.766,0.76,0.0434,0.337,0.818,0.32664742158367455,0
698,0.363,0.653,0.0544,0.472,0.648,0.3054704425445619,0
699,0.645,0.706,0.0321,0.643,0.843,0.6875702990375611,0
703,0.608,0.892,0.0626,0.629,0.827,0.4256727929565213,0
704,0.728,0.896,0.0428,0.526,0.969,0.39561943494811036,0
706,0.812,0.875,0.0541,0.677,0.915,0.5231744413477468,0
707,0.772,0.975,0.0381,0.61,0.881,0.3845156500202239,0
708,0.704,0.769,0.0375,0.699,0.962,0.28263122025277176,0
711,0.86,0.84,0.0387,0.675,0.969,0.3683143191174597,0
712,0.632,0.931,0.038,0.704,0.941,0.3393192559799201,0
713,0.774,0.932,0.0382,0.626,0.83,0.3735614669850785,0
714,0.502,0.798,0.0372,0.343,0.847,0.34837294089617077,0
715,0.788,0.747,0.0739,0.521,0.952,0.35373090498063486,0
716,0.788,0.722,0.0323,0.476,0.921,0.32363876129632807,0
717,0.612,0.94,0.036,0.724,0.806,0.7666875370541725,0
718,0.759,0.752,0.0543,0.745,0.897,0.755622537802182,0
720,0.809,0.908,0.037,0.553,0.785,0.36822566614398355,0
721,0.548,0.911,0.0478,0.625,0.955,0.3124075377190698,0
722,0.832,0.904,0.0527,0.507,0.913,0.36830877830661735,0
723,0.584,0.722,0.0568,0.389,0.792,0.8991517018600501,0
724,0.796,0.824,0.0287,0.294,0.882,0.5123532377728157,0
725,0.514,0.914,0.0546,0.469,0.961,0.9297923858177406,0
726,0.694,0.574,0.0526,0.493,0.825,0.28582826810875506,0
728,0.67,0.806,0.032,0.378,0.943,0.3724588456274691,0
729,0.596,0.815,0.0347,0.216,0.944,0.4057812820328126,0
730,0.507,0.899,0.0479,0.217,0.855,0.3550219139068812,0
731,0.608,0.751,0.0654,0.315,0.764,0.9002432415959751,0
732,0.81,0.699,0.0306,0.718,0.96,0.47918040326021316,0
735,0.617,0.533,0.0651,0.0891,0.835,0.6941583231290068,0
736,0.692,0.711,0.0317,0.227,0.875,0.5072944774738335,0
737,0.727,0.685,0.0398,0.0351,0.812,0.3056920749782523,0
738,0.82,0.452,0.0348,0.543,0.74,0.464441846419805,0
739,0.933,0.528,0.161,0.112,0.754,0.42325145861845426,0
740,0.675,0.649,0.0319,0.0204,0.596,0.46013663639537006,0
741,0.495,0.781,0.0413,0.254,0.473,0.47444300999008193,0
743,0.782,0.867,0.0487,0.0518,0.896,0.5833365654729914,0
744,0.573,0.902,0.054,0.018,0.876,0.2816560375445343,0
745,0.564,0.911,0.0536,0.159,0.582,0.7777026690085826,0
746,0.489,0.483,0.0275,0.42,0.333,0.5720499337873104,0
747,0.632,0.727,0.0438,0.0119,0.499,0.5060976623319057,0
748,0.705,0.847,0.0361,0.414,0.743,0.4817624211127056,0
749,0.451,0.911,0.0466,0.0801,0.63,0.5072224469328842,0
750,0.672,0.792,0.0264,0.0843,0.683,0.43050992082181305,0
751,0.746,0.79,0.0257,0.0485,0.891,0.40809180015403446,0
752,0.721,0.939,0.0376,0.115,0.914,0.4417688484532827,0
753,0.709,0.824,0.0453,0.207,0.867,0.4722710121399165,0
754,0.559,0.825,0.0401,0.0771,0.805,0.49447304118484703,0
757,0.501,0.5,0.0378,0.462,0.623,0.6142321267294256,0
758,0.446,0.239,0.0316,0.551,0.298,0.8639675530117077,0
760,0.461,0.918,0.0959,0.405,0.802,0.769374830312668,0
761,0.742,0.883,0.0329,0.333,0.978,0.5702990375611567,0
762,0.466,0.438,0.0608,0.089,0.587,0.8838756863679431,0
763,0.857,0.468,0.0476,0.00414,0.843,0.30773663417904573,0
764,0.661,0.552,0.0337,0.214,0.928,0.32400999562275945,0
766,0.688,0.858,0.0348,0.103,0.697,0.32510153535868436,0
767,0.575,0.811,0.0401,0.0159,0.873,0.6432438122994919,0
768,0.744,0.545,0.0297,0.506,0.346,0.3536699560613701,0
769,0.41,0.874,0.0907,0.197,0.824,0.4072551377168535,0
772,0.553,0.838,0.0317,0.123,0.821,0.5336576554613002,0
773,0.731,0.738,0.0377,0.184,0.958,0.465854753184581,0
774,0.775,0.857,0.0699,0.0906,0.797,0.47008239185722434,0
775,0.398,0.57,0.034,0.056,0.234,0.5950553804043683,0
776,0.797,0.814,0.0382,0.426,0.874,0.6418530687780849,0
780,0.686,0.609,0.0444,0.258,0.719,0.5217061264745483,0
781,0.596,0.869,0.037,0.0116,0.944,0.4228913059137074,0
782,0.539,0.858,0.0444,0.0332,0.353,0.4668798031903989,0
783,0.565,0.764,0.0351,0.0139,0.686,0.3729630594141147,0
784,0.723,0.881,0.0743,0.349,0.658,0.5691908753927051,0
785,0.527,0.942,0.0366,0.0115,0.495,0.6379911236210307,0
786,0.899,0.237,0.102,0.0113,0.744,0.4317621440721635,0
787,0.746,0.507,0.0453,0.159,0.861,0.41696817912333295,0
788,0.7,0.781,0.0507,0.0874,0.385,0.4162035472271012,0
790,0.795,0.63,0.0841,0.0419,0.785,0.4162367920921547,0
791,0.497,0.719,0.0266,0.0613,0.547,0.3445830262800659,0
792,0.73,0.487,0.0303,0.258,0.731,0.45094443120806305,0
793,0.516,0.776,0.0412,0.399,0.859,0.7968794153336399,0
795,0.796,0.693,0.0413,0.164,0.954,0.4167853323655384,0
796,0.638,0.988,0.0921,0.0302,0.723,0.4675114556264164,0
797,0.779,0.717,0.0335,0.0125,0.789,0.4532660309509694,0
798,0.777,0.725,0.047,0.126,0.851,0.5251026435208528,0
799,0.523,0.954,0.0788,0.00217,0.573,0.28447631026324394,0
802,0.533,0.783,0.0366,0.0116,0.726,0.505848325844004,0
803,0.78,0.869,0.0517,0.0744,0.957,0.6888502263421228,0
804,0.634,0.838,0.0413,0.0531,0.541,0.3403830916616337,0
805,0.691,0.812,0.0558,0.0433,0.685,0.5207752702530488,0
806,0.683,0.637,0.049,0.0153,0.884,0.31614758503759444,0
807,0.286,0.5,0.0357,0.134,0.443,0.3633829974678495,0
808,0.683,0.875,0.0481,0.204,0.674,0.4533602247352877,0
809,0.681,0.893,0.0378,6.47e-05,0.951,0.5368824073714947,0
810,0.524,0.802,0.0432,0.0267,0.712,0.4863225084358844,0
811,0.799,0.881,0.0307,0.0552,0.96,0.5097712199203231,0
812,0.764,0.797,0.0336,0.0314,0.894,0.5049950409742961,0
813,0.582,0.966,0.0675,0.0516,0.948,0.846176009397215,0
814,0.738,0.801,0.0284,0.0438,0.532,0.49467251037516835,0
815,0.599,0.945,0.0708,0.02,0.912,0.7645654065015874,0
816,0.811,0.824,0.0301,0.038,0.822,0.5068789166606641,0
817,0.63,0.973,0.135,0.0974,0.968,0.8012234110339707,0
818,0.763,0.939,0.0488,0.422,0.448,0.5031998182614044,0
822,0.61,0.893,0.0466,0.0993,0.572,0.37320131428033176,0
823,0.655,0.843,0.0959,0.3,0.211,0.5351038070911297,0
824,0.67,0.932,0.0428,0.0814,0.69,0.5186143540245679,0
825,0.677,0.792,0.0287,0.0201,0.55,0.47453720377440034,0
826,0.551,0.895,0.0391,0.00268,0.359,0.5188636905124696,0
827,0.603,0.929,0.0407,0.0121,0.537,0.3747194964511107,0
829,0.584,0.858,0.035,0.211,0.163,0.5113337285778401,0
830,0.252,0.937,0.149,0.0291,0.217,0.253309249275539,0
831,0.529,0.943,0.044,0.0203,0.201,0.3936801511533198,0
832,0.501,0.973,0.112,0.134,0.263,0.5116218507416375,0
836,0.531,0.751,0.0251,0.0122,0.53,0.3415134170734545,0
839,0.543,0.829,0.0339,0.0149,0.28,0.3355958310939223,0
840,0.385,0.759,0.0436,0.00111,0.142,0.5565578266723553,0
841,0.374,0.759,0.0261,0.00371,0.289,0.7304783382000122,0
842,0.549,0.795,0.0268,0.00224,0.573,0.6454878406906066,0
843,0.693,0.823,0.0292,0.0759,0.949,0.33435468946525637,0
845,0.502,0.784,0.0243,0.00223,0.613,0.3456745660159908,0
846,0.536,0.749,0.0282,0.000638,0.796,0.5023077477158008,0
847,0.605,0.855,0.047,0.0183,0.694,0.7684883005779066,0
848,0.686,0.603,0.037,0.119,0.551,0.6587747050903429,0
849,0.757,0.751,0.0487,0.0267,0.954,0.6520869464037367,0
850,0.814,0.621,0.0533,0.297,0.646,0.464053989660847,0
851,0.699,0.606,0.031,0.0343,0.754,0.6231583729963043,0
852,0.887,0.584,0.106,0.0322,0.67,0.3840557627203165,0
853,0.837,0.475,0.11,0.0721,0.805,0.6043750242410475,0
854,0.675,0.796,0.0426,0.0839,0.341,0.592988657960206,0
855,0.596,0.837,0.0347,0.00896,0.63,0.4602363709905307,0
856,0.525,0.869,0.0519,0.1,0.651,0.6901024495924732,0
857,0.625,0.795,0.0699,0.0516,0.65,0.6403071825530948,0
858,0.818,0.826,0.0358,0.249,0.961,0.6939200682627896,0
859,0.675,0.67,0.0514,0.00565,0.726,0.31389247502479517,0
860,0.79,0.622,0.0545,0.0208,0.919,0.5633730240083333,0
861,0.579,0.955,0.0387,0.00642,0.885,0.45810869962710343,0
862,0.775,0.507,0.165,0.0015,0.752,0.32494639265510106,0
864,0.659,0.741,0.034,0.00151,0.459,0.5357465411488318,0
865,0.712,0.589,0.0391,0.00104,0.889,0.4413643692617978,0
866,0.737,0.794,0.0291,0.00143,0.962,0.5409438217188703,0
868,0.764,0.815,0.132,0.106,0.884,0.3781880440383646,0
869,0.527,0.937,0.131,0.014,0.866,0.6182769186442744,0
870,0.655,0.89,0.036,0.39,0.94,0.7666432105674345,0
871,0.556,0.676,0.0963,0.164,0.423,0.6316191911524333,0
872,0.663,0.636,0.187,0.0297,0.632,0.5823780051972806,0
873,0.36,0.924,0.0686,0.0385,0.839,0.8668931011364203,0
876,0.692,0.592,0.103,0.00122,0.863,0.6201552535198,0
877,0.77,0.691,0.109,0.072,0.6,0.5209414945783166,0
878,0.52,0.904,0.111,0.164,0.428,0.36740562613932926,0
879,0.67,0.827,0.0316,0.00414,0.338,0.593077310933682,0
880,0.674,0.64,0.0554,0.372,0.735,0.34958637847062535,0
881,0.53,0.831,0.0433,0.252,0.385,0.40501665013658095,0
882,0.518,0.899,0.0399,0.0381,0.85,0.4510220025598546,0
883,0.548,0.495,0.0325,0.539,0.502,0.4859789781636644,0
884,0.568,0.698,0.0469,0.402,0.736,0.47139002321599743,0
885,0.198,0.881,0.0527,0.00466,0.62,0.7940868466691416,0
886,0.531,0.966,0.113,0.00616,0.38,0.6502806420691604,0
887,0.403,0.962,0.0588,0.013,0.614,0.5627302899506313,0
889,0.676,0.684,0.0464,0.119,0.888,0.45362618365571616,0
890,0.401,0.672,0.0468,0.0205,0.549,0.5073332631497293,0
891,0.658,0.622,0.0269,0.141,0.754,0.47426570404312973,0
892,0.362,0.687,0.0408,0.0355,0.298,0.6554613002066723,0
894,0.737,0.527,0.0756,0.424,0.756,0.3089168268884468,0
895,0.303,0.909,0.0735,0.0407,0.642,0.5052388366513555,0
896,0.525,0.724,0.0247,0.138,0.389,0.37331213049717693,0
897,0.773,0.956,0.114,0.0939,0.656,0.47936879082884987,0
898,0.591,0.552,0.0306,0.00985,0.451,0.5568681120795217,0
899,0.684,0.763,0.046,0.0438,0.678,0.36757185046459706,0
900,0.55,0.848,0.045,0.0568,0.547,0.4071941887975886,0
901,0.489,0.867,0.045,0.0243,0.748,0.7142603848647211,0
902,0.257,0.878,0.072,0.000338,0.586,0.6996825115387386,0
904,0.669,0.518,0.0292,0.0248,0.614,0.44191290953518136,0
905,0.604,0.864,0.0288,0.013,0.561,0.5074662426099436,0
907,0.222,0.175,0.0347,0.869,0.0919,0.8192033422171001,0
908,0.582,0.447,0.026,0.00587,0.333,0.37917984917912895,0
909,0.587,0.891,0.0454,0.00288,0.53,0.4011491641686844,0
910,0.629,0.848,0.041,0.0162,0.776,0.3680539010078735,0
912,0.278,0.676,0.0371,0.000423,0.494,0.39320918223172785,0
913,0.624,0.91,0.0297,0.0285,0.767,0.3904221543780717,0
914,0.543,0.819,0.0661,0.0703,0.705,0.3829143556868112,0
915,0.534,0.605,0.113,0.00865,0.56,0.49548146875813803,0
917,0.451,0.939,0.0512,0.00673,0.448,0.3315454983682312,0
919,0.607,0.835,0.0415,0.0588,0.719,0.6123039245563195,0
921,0.51,0.818,0.157,0.0439,0.574,0.6703383773181367,0
922,0.523,0.442,0.0347,0.0189,0.277,0.2632106782506552,0
924,0.551,0.821,0.0539,0.0102,0.842,0.7831603676882075,0
925,0.356,0.872,0.068,0.00417,0.607,0.7353819557954112,0
926,0.459,0.931,0.0612,0.00126,0.419,0.5665312861884207,0
927,0.606,0.532,0.0248,0.0956,0.695,0.34206749815768034,0
928,0.527,0.766,0.0375,7.4e-05,0.304,0.46772754724926446,0
929,0.327,0.904,0.0613,0.0109,0.439,0.44082136979925646,0
930,0.316,0.769,0.0422,0.0142,0.127,0.49273322658037777,0
931,0.397,0.839,0.102,0.00125,0.764,0.4619263182974197,0
932,0.355,0.918,0.0746,0.00119,0.24,0.6346167698180952,0
933,0.415,0.901,0.0428,0.00987,0.424,0.5243657156788325,0
934,0.511,0.696,0.0421,0.0272,0.788,0.726040148715363,0
935,0.635,0.914,0.111,0.0597,0.922,0.6783891754719387,0
936,0.677,0.743,0.0611,0.0135,0.469,0.5230082170224791,0
937,0.371,0.941,0.0602,5.21e-05,0.386,0.4816072784091223,0
939,0.634,0.551,0.0352,0.00737,0.453,0.6549238415549732,0
940,0.659,0.591,0.0313,0.441,0.707,0.48515893815901023,0
941,0.326,0.893,0.0607,0.00709,0.741,0.737886402296112,0
942,0.494,0.637,0.0336,0.0789,0.175,0.5898359365909608,0
943,0.464,0.7,0.031,0.0202,0.58,0.24613944004565624,0
944,0.526,0.776,0.0852,0.000431,0.524,0.5408662503670787,0
945,0.369,0.905,0.0561,9.97e-05,0.535,0.6893821441829797,0
946,0.395,0.764,0.0419,0.000316,0.325,0.5975432044725425,0
947,0.224,0.94,0.063,0.00367,0.214,0.674349924367932,0
949,0.383,0.868,0.0847,0.00114,0.546,0.629923703034702,0
950,0.175,0.875,0.0527,0.000551,0.394,0.6415538649926031,0
951,0.55,0.532,0.032,0.174,0.41,0.2850913402667346,0
952,0.649,0.888,0.0293,0.013,0.553,0.37342848752486435,0
954,0.352,0.866,0.0392,3.03e-05,0.544,0.7293369311665069,0
955,0.381,0.838,0.0709,0.0046,0.581,0.4689465256345614,0
957,0.565,0.877,0.0614,0.00813,0.389,0.4704425445619712,0
958,0.535,0.636,0.171,0.0131,0.549,0.44384111170828744,0
959,0.502,0.978,0.0649,0.000163,0.603,0.5830706065525629,0
961,0.793,0.688,0.0328,0.079,0.221,0.4791637808276864,0
962,0.653,0.598,0.037,0.0329,0.711,0.33532987217349386,0
963,0.715,0.749,0.114,0.196,0.174,0.7964860177638395,0
