,danceability,energy,speechiness,acousticness,valence,tempo,tempo_scale,reggaeton
406,0.741,0.838,0.0405,0.0229,0.234,127.98,0.5230580843200594,0
407,0.79,0.59,0.0793,0.0994,0.714,119.951,0.4785709140675646,0
408,0.813,0.627,0.0486,0.076,0.801,130.011,0.5343114711406867,0
409,0.507,0.665,0.0474,0.0144,0.4,126.879,0.5169576515827327,0
410,0.745,0.714,0.0751,0.0141,0.365,104.003,0.3902060627552236,0
411,0.545,0.953,0.0441,0.000941,0.558,140.002,0.589669712265693,0
412,0.431,0.87,0.435,0.00566,0.737,124.444,0.5034657771818328,0
413,0.369,0.785,0.2,0.00299,0.443,104.033,0.3903722870804913,0
414,0.768,0.481,0.085,0.00933,0.371,127.829,0.5222214218828783,0
415,0.674,0.862,0.0253,0.0157,0.5,129.965,0.5340565938419428,0
416,0.604,0.874,0.0295,0.000563,0.835,125.99,0.5120318707439646,0
418,0.716,0.834,0.0281,0.00855,0.275,127.113,0.5182542013198211,0
419,0.822,0.969,0.0582,0.259,0.765,128.007,0.5232076862128004,0
420,0.789,0.467,0.0695,0.0598,0.372,130.011,0.5343114711406867,0
422,0.627,0.954,0.0425,0.0015,0.312,128.016,0.5232575535103806,0
424,0.705,0.599,0.0624,0.00415,0.543,127.976,0.5230359210766904,0
425,0.649,0.647,0.0452,0.0039,0.405,125.02,0.5066572842269738,0
426,0.663,0.909,0.0783,0.0156,0.465,129.005,0.5287374154333745,0
427,0.726,0.731,0.0335,0.00056,0.577,129.989,0.5341895733021571,0
431,0.762,0.754,0.046,0.00022,0.715,129.026,0.528853772461062,0
432,0.866,0.693,0.0505,0.0311,0.474,124.967,0.506363621252334,0
433,0.762,0.902,0.102,0.000728,0.521,127.955,0.522919564049003,0
434,0.683,0.772,0.0311,0.0222,0.737,123.871,0.5002908925692185,0
436,0.69,0.805,0.0336,0.000232,0.799,127.808,0.5221050648551909,0
437,0.686,0.832,0.0725,0.000321,0.884,127.023,0.5177555283440178,0
439,0.667,0.876,0.216,0.00229,0.69,130.041,0.5344776954659545,0
440,0.8,0.502,0.0327,0.0315,0.797,123.033,0.49564769308340584,0
441,0.882,0.887,0.116,0.0112,0.657,124.81,0.5054937139500995,0
442,0.721,0.935,0.111,0.0102,0.878,125.068,0.5069232431474022,0
443,0.747,0.904,0.0803,0.046,0.846,118.877,0.47262008322297877,0
444,0.69,0.827,0.05,0.00293,0.73,127.995,0.5231411964826933,0
445,0.794,0.645,0.0981,0.00079,0.141,131.973,0.5451825420131983,0
446,0.663,0.925,0.0449,0.00683,0.843,132.687,0.549138680954571,0
447,0.654,0.814,0.0326,0.00639,0.842,118.773,0.4720438388953839,0
448,0.641,0.945,0.0762,2.59e-05,0.229,126.071,0.5124806764221876,0
449,0.652,0.894,0.0315,0.0384,0.584,120.006,0.4788756586638889,0
450,0.58,0.89,0.036,6.54e-05,0.909,124.971,0.5063857844957032,0
451,0.591,0.888,0.0354,0.00223,0.588,132.885,0.550235761501338,0
452,0.739,0.998,0.137,0.0622,0.259,136.513,0.5703378232370525,0
454,0.432,0.832,0.0398,0.116,0.319,137.699,0.5769092248959713,0
456,0.62,0.99,0.0442,0.0546,0.654,142.855,0.6054776455986568,0
457,0.593,0.994,0.0622,0.0679,0.348,138.004,0.5785991722028602,0
459,0.569,0.913,0.0638,0.00618,0.504,137.822,0.577590744629569,0
460,0.513,0.949,0.0454,5.38e-05,0.0441,134.982,0.5618548418375545,0
461,0.632,0.912,0.0365,0.0269,0.323,138.035,0.5787709373389701,0
462,0.573,0.979,0.0361,0.000171,0.464,140.005,0.5896863346982197,0
463,0.561,0.972,0.0444,0.00265,0.822,141.831,0.599803855296184,0
465,0.777,0.931,0.0509,0.00364,0.493,137.871,0.5778622443608398,0
467,0.728,0.784,0.0379,0.0449,0.964,129.981,0.534145246815419,0
468,0.611,0.991,0.0413,0.0669,0.445,133.849,0.5555771031532754,0
469,0.586,0.912,0.0449,0.00539,0.502,139.109,0.584721768183556,0
470,0.867,0.911,0.115,0.0239,0.675,124.81,0.5054937139500995,0
471,0.536,0.977,0.0658,0.000243,0.346,140.07,0.5900464874029665,0
472,0.443,0.998,0.113,2.16e-05,0.14,136.021,0.5676117443026611,0
473,0.66,0.934,0.0498,0.00342,0.445,134.939,0.5616165869713373,0
474,0.679,0.975,0.129,0.0394,0.65,135.99,0.5674399791665513,0
475,0.502,0.955,0.0454,0.000125,0.634,131.984,0.5452434909324632,0
476,0.748,0.845,0.0536,0.00083,0.659,123.925,0.5005900963547005,0
477,0.759,0.974,0.0512,0.0281,0.608,127.984,0.5230802475634284,0
478,0.604,0.939,0.0544,0.0102,0.204,139.975,0.5895201103729519,0
479,0.619,0.974,0.0277,0.146,0.701,131.963,0.5451271339047756,0
480,0.633,0.971,0.0571,0.0154,0.205,138.009,0.5786268762570714,0
482,0.604,0.892,0.0303,0.00664,0.739,127.974,0.5230248394550059,0
483,0.639,0.869,0.0311,0.00336,0.562,133.033,0.5510558015059923,0
484,0.654,0.974,0.0521,0.00593,0.971,132.952,0.5506069958277694,0
485,0.66,0.946,0.0508,0.0526,0.853,133.716,0.5548401753112551,0
486,0.661,0.87,0.0365,0.000395,0.973,131.013,0.5398633636046299,0
487,0.7,0.99,0.0499,0.0873,0.77,127.884,0.5225261664792026,0
488,0.803,0.927,0.0619,0.067,0.862,129.011,0.528770660298428,0
489,0.592,0.931,0.0371,0.00551,0.612,130.028,0.5344056649250051,0
490,0.789,0.862,0.0398,0.0263,0.882,130.442,0.5366995606137003,0
491,0.65,0.82,0.0356,0.0655,0.757,135.982,0.5673956526798132,0
492,0.604,0.755,0.0337,0.000295,0.388,137.064,0.573390810011137,0
493,0.592,0.882,0.0468,0.00884,0.442,92.157,0.32456961751782754,0
494,0.53,0.861,0.0372,0.0175,0.844,130.476,0.536887948182337,0
496,0.54,0.746,0.045,0.13,0.826,163.809,0.7215797959873448,0
497,0.667,0.587,0.0978,0.0692,0.679,130.326,0.5360568265559982,0
499,0.561,0.706,0.029,0.00263,0.569,126.077,0.5125139212872412,0
500,0.721,0.521,0.0612,0.0707,0.942,123.118,0.49611866200499777,0
501,0.682,0.901,0.0545,0.0267,0.865,133.652,0.5544855634173504,0
502,0.704,0.815,0.0414,0.00539,0.913,111.937,0.43416685597770377,0
503,0.411,0.597,0.0533,0.0324,0.77,157.968,0.6892159198577119,0
506,0.565,0.714,0.0398,0.000913,0.684,120.678,0.4825990835498867,0
507,0.34,0.976,0.0912,0.00649,0.669,144.737,0.6159054516037876,0
508,0.369,0.54,0.0321,0.0809,0.915,170.004,0.7559051191551371,0
509,0.499,0.902,0.0691,0.0002,0.459,125.248,0.5079205890990087,0
511,0.411,0.879,0.0468,0.00487,0.499,153.31,0.6634068229544712,0
512,0.511,0.817,0.0307,0.00149,0.696,127.911,0.5226757683719435,0
513,0.544,0.951,0.0363,0.00202,0.92,139.152,0.584960023049773,0
514,0.338,0.928,0.0684,0.0255,0.554,168.32,0.7465743936967736,0
515,0.671,0.792,0.0714,0.000662,0.635,130.041,0.5344776954659545,0
516,0.453,0.721,0.0533,0.00352,0.601,149.557,0.6426121598634743,0
518,0.427,0.912,0.0529,0.000886,0.574,129.744,0.5328320746458036,0
519,0.325,0.838,0.144,0.0327,0.449,156.507,0.6811207952171721,0
520,0.471,0.955,0.121,0.00485,0.35,139.266,0.5855916754857905,0
521,0.65,0.732,0.0289,0.435,0.919,109.292,0.41951141129992964,0
522,0.822,0.87,0.0592,0.124,0.901,109.174,0.41885759562054314,0
523,0.375,0.974,0.0636,0.00136,0.508,143.635,0.6097994780556186,0
524,0.268,0.911,0.1,0.000137,0.595,171.216,0.7626205818959547,0
525,0.6,0.925,0.0828,0.00882,0.382,118.181,0.46876367887676684,0
526,0.561,0.872,0.0393,0.0457,0.733,111.556,0.43205580704680324,0
527,0.462,0.836,0.0621,0.00517,0.671,168.766,0.7490455953324209,0
528,0.452,0.825,0.0385,0.00288,0.583,150.943,0.650291723690845,0
529,0.278,0.898,0.0433,0.0127,0.539,199.085,0.9170374392588612,0
530,0.611,0.846,0.0436,0.00509,0.751,103.912,0.38970184896857807,0
532,0.694,0.881,0.0701,0.0153,0.924,121.554,0.4874528338477053,0
533,0.747,0.571,0.086,0.48,0.965,91.838,0.322802098859147,0
534,0.361,0.753,0.0561,0.0564,0.608,134.841,0.5610735875087961,0
535,0.133,0.927,0.0741,0.00344,0.5,197.708,0.909407742729071,0
537,0.546,0.836,0.0317,0.107,0.735,142.605,0.6040924428880922,0
539,0.493,0.758,0.0607,0.0971,0.71,180.41,0.8135627967796807,0
540,0.739,0.557,0.0329,0.0109,0.319,117.578,0.46542256993888487,0
541,0.607,0.706,0.0327,0.055,0.703,140.888,0.5945788706719342,0
542,0.357,0.992,0.0555,0.123,0.77,160.916,0.7055502302206905,0
543,0.431,0.856,0.0386,0.0249,0.76,115.236,0.4524459909463151,0
544,0.607,0.545,0.0423,0.0407,0.644,124.094,0.5015264933870422,0
546,0.543,0.83,0.0316,3.48e-05,0.532,122.529,0.49285512441890744,0
547,0.359,0.878,0.0662,6.57e-05,0.536,164.291,0.7242504668133134,0
548,0.585,0.565,0.0719,0.266,0.505,128.947,0.5284160484045235,0
549,0.499,0.84,0.0346,0.000564,0.732,125.319,0.5083139866688091,0
550,0.545,0.717,0.036,0.00417,0.589,118.515,0.47061430969808127,0
552,0.556,0.76,0.0463,0.0626,0.696,129.296,0.5303497913884717,0
554,0.308,0.942,0.109,0.00292,0.363,120.191,0.4799007086697067,0
555,0.411,0.645,0.0431,0.0319,0.433,124.458,0.5035433485336244,0
556,0.679,0.68,0.0616,0.613,0.574,88.917,0.3066173903889095,0
557,0.528,0.671,0.0434,0.269,0.503,137.057,0.5733520243352411,0
558,0.3,0.876,0.048,0.121,0.312,134.185,0.5574388155962744,0
559,0.583,0.938,0.0364,0.000141,0.896,123.202,0.49658409011574756,0
560,0.501,0.5,0.0378,0.462,0.623,144.435,0.6142321267294256,0
561,0.602,0.691,0.0387,0.0934,0.329,134.142,0.5572005607300572,0
562,0.606,0.794,0.0291,0.119,0.584,105.813,0.4002349303797118,0
565,0.531,0.849,0.111,0.0389,0.305,119.516,0.4761606613511822,0
566,0.387,0.931,0.061,0.0219,0.407,171.495,0.7641664681209448,0
567,0.611,0.696,0.0312,0.003,0.963,128.035,0.5233628289163836,0
568,0.654,0.89,0.0906,0.00204,0.684,129.014,0.5287872827309549,0
569,0.631,0.938,0.0833,0.0447,0.682,134.916,0.5614891483219654,0
570,0.516,0.391,0.0308,0.776,0.378,127.996,0.5231467372935356,0
572,0.503,0.736,0.0296,0.038,0.393,115.063,0.4514874306706044,0
573,0.415,0.782,0.0461,0.0011,0.564,135.029,0.5621152599471406,0
574,0.647,0.722,0.0277,0.106,0.637,133.832,0.5554829093689571,0
576,0.464,0.86,0.0517,0.0194,0.469,146.994,0.6284110616747655,0
577,0.303,0.961,0.243,0.00253,0.305,146.591,0.6261781149053353,0
578,0.286,0.856,0.0585,0.0238,0.696,162.12,0.71222136647477,0
579,0.459,0.953,0.066,0.000275,0.517,95.074,0.3407321627446961,0
583,0.443,0.96,0.0757,0.0231,0.243,123.378,0.49755927282398504,0
584,0.362,0.961,0.0857,0.024,0.491,164.019,0.7227433662642191,0
585,0.473,0.783,0.0869,0.0125,0.124,91.976,0.3235667307553788,0
586,0.587,0.891,0.0361,0.000261,0.705,124.005,0.5010333612220812,0
587,0.31,0.7,0.047,0.011,0.763,188.386,0.8577563040575358,0
588,0.333,0.445,0.0283,0.00858,0.35,89.371,0.30913291851129493,0
589,0.435,0.987,0.16,0.000195,0.101,103.16,0.38553515921519954,0
590,0.577,0.828,0.0298,0.00213,0.604,123.257,0.4968888347120718,0
591,0.415,0.908,0.0765,0.00437,0.437,114.816,0.4501188503925665,0
592,0.508,0.912,0.0368,7.06e-05,0.682,117.582,0.4654447331822539,0
593,0.415,0.646,0.0699,4.22e-05,0.409,163.046,0.7173521573147014,0
594,0.317,0.981,0.174,0.00242,0.234,140.079,0.5900963547005469,0
595,0.61,0.891,0.0587,0.000805,0.51,139.903,0.5891211719923093,0
596,0.474,0.977,0.176,0.00111,0.236,89.494,0.30981443824489274,0
597,0.573,0.913,0.132,0.0591,0.422,115.715,0.45510003933975696,0
599,0.42,0.93,0.0638,0.0189,0.344,99.641,0.3660370458612914,0
602,0.437,0.695,0.0617,0.00111,0.413,102.178,0.38009408296810154,0
603,0.325,0.985,0.151,0.00177,0.221,125.307,0.508247496938702,0
604,0.43,0.704,0.0804,0.000155,0.703,118.242,0.4691016683381446,0
605,0.301,0.995,0.159,0.000417,0.0374,88.15,0.30236758847289713,0
607,0.462,0.628,0.0581,0.231,0.447,90.256,0.3140365361066938,0
608,0.501,0.889,0.0364,0.000147,0.257,133.519,0.5537486355753302,0
609,0.27,0.886,0.117,7.5e-06,0.192,119.285,0.47488073404662035,0
610,0.598,0.676,0.0279,0.13,0.805,114.169,0.44653394577762506,0
611,0.508,0.807,0.0495,0.000495,0.598,140.184,0.590678139838984,0
613,0.327,0.814,0.0391,0.0299,0.413,108.076,0.41277378531574305,0
614,0.481,0.926,0.0577,0.000179,0.462,96.5,0.34863335900575687,0
615,0.477,0.859,0.0387,0.000333,0.629,91.009,0.3182087666709146,0
616,0.314,0.991,0.349,0.000139,0.0396,138.777,0.582882218983926,0
617,0.502,0.924,0.0503,0.0127,0.922,149.186,0.6405565190409965,0
618,0.336,0.795,0.0897,0.00361,0.417,155.271,0.6742723530161403,0
619,0.535,0.967,0.068,0.000886,0.347,110.97,0.4288088918932397,0
620,0.451,0.911,0.0466,0.0801,0.63,125.122,0.5072224469328842,0
621,0.64,0.922,0.0385,0.00369,0.716,125.105,0.5071282531485658,0
622,0.551,0.947,0.152,0.000652,0.466,127.657,0.5212684024180099,0
623,0.338,0.34,0.0339,0.58,0.197,82.433,0.27069077288770443,0
624,0.54,0.584,0.0254,0.0108,0.244,139.261,0.5855639714315792,0
625,0.366,0.963,0.0708,0.000308,0.131,106.528,0.40419661013192676,0
626,0.546,0.91,0.061,0.0442,0.458,90.58,0.3158317588195857,0
627,0.489,0.953,0.0858,0.02,0.447,94.443,0.3372359111032308,0
628,0.331,0.79,0.078,0.00279,0.604,163.479,0.7197513284093995,0
629,0.257,0.975,0.175,6.07e-05,0.276,149.312,0.6412546612071212,0
630,0.431,0.95,0.117,0.000109,0.162,140.05,0.5899356711861214,0
631,0.275,0.99,0.469,6.42e-05,0.146,109.866,0.42269183672338606,0
632,0.39,0.642,0.0326,0.00502,0.132,92.397,0.32589941211996964,0
633,0.587,0.966,0.0678,0.532,0.901,175.739,0.7876816693354906,0
634,0.678,0.921,0.0485,0.61,0.879,180.095,0.8118174413643693,0
637,0.672,0.938,0.0386,0.616,0.908,97.111,0.352018794430377,0
638,0.789,0.882,0.0502,0.231,0.651,106.998,0.40680079122778834,0
639,0.737,0.913,0.0702,0.451,0.938,96.968,0.35122645847993395,0
640,0.717,0.87,0.0384,0.351,0.842,108.007,0.4123914693676273,0
641,0.761,0.856,0.0422,0.118,0.468,97.995,0.35691687121493365,0
643,0.809,0.919,0.111,0.117,0.715,101.026,0.3737110688778196,0
644,0.627,0.947,0.035,0.599,0.934,86.995,0.2959679519500884,0
645,0.828,0.875,0.0955,0.612,0.94,99.0,0.3624853861114036,0
647,0.546,0.804,0.0452,0.314,0.877,93.686,0.33304151729564113,0
649,0.628,0.69,0.0511,0.446,0.662,179.911,0.8107979321693937,0
650,0.714,0.947,0.0409,0.421,0.839,96.013,0.345934984125577,0
652,0.655,0.877,0.0344,0.344,0.893,105.017,0.3958244449492738,0
654,0.574,0.802,0.0316,0.659,0.739,93.536,0.3322103956693022,0
655,0.702,0.944,0.0504,0.648,0.883,98.009,0.3569944425667252,0
656,0.8,0.899,0.0585,0.469,0.75,94.985,0.34023903057973504,0
657,0.734,0.823,0.0426,0.102,0.644,93.522,0.3321328243175107,0
658,0.676,0.899,0.0355,0.483,0.961,101.971,0.378947135123754,0
659,0.808,0.774,0.0588,0.532,0.839,89.965,0.3124241601515966,0
660,0.704,0.949,0.0378,0.553,0.899,94.966,0.3401337551737321,0
661,0.79,0.911,0.0396,0.338,0.838,98.028,0.3570997179727281,0
663,0.69,0.793,0.105,0.134,0.588,180.027,0.8114406662270957,0
664,0.806,0.851,0.0602,0.429,0.886,99.985,0.36794308479102833,0
665,0.689,0.98,0.0558,0.221,0.823,100.004,0.36804836019703124,0
666,0.69,0.938,0.0643,0.322,0.961,103.998,0.39017835870101236,0
667,0.631,0.717,0.169,0.563,0.583,103.278,0.38618897489458615,0
668,0.759,0.951,0.0469,0.147,0.939,104.962,0.3955197003529497,0
669,0.768,0.926,0.0382,0.725,0.908,110.011,0.4234952542955136,0
671,0.407,0.872,0.0502,0.495,0.874,95.58,0.3435358130308789,0
673,0.757,0.88,0.0419,0.17,0.908,99.963,0.36782118695249855,0
674,0.638,0.854,0.0421,0.542,0.771,94.819,0.3393192559799201,0
675,0.724,0.715,0.0504,0.425,0.832,104.06,0.39052188897323237,0
676,0.756,0.757,0.0432,0.328,0.852,104.98,0.39561943494811036,0
677,0.61,0.849,0.0461,0.407,0.742,177.634,0.7981815058815707,0
679,0.769,0.931,0.0992,0.604,0.645,99.981,0.3679209215476592,0
680,0.64,0.83,0.0427,0.665,0.74,95.414,0.34261603843106403,0
681,0.645,0.786,0.0566,0.396,0.738,91.459,0.320702131549931,0
683,0.704,0.907,0.0525,0.748,0.746,82.927,0.2734279334437802,0
684,0.792,0.895,0.0463,0.416,0.84,99.989,0.36796524803439734,0
686,0.835,0.639,0.0472,0.447,0.853,100.01,0.36808160506208476,0
687,0.731,0.931,0.0618,0.229,0.963,97.986,0.35686700391735326,0
688,0.682,0.946,0.0573,0.204,0.823,100.001,0.3680317377645045,0
689,0.832,0.791,0.0585,0.661,0.767,87.5,0.298766061425429,0
690,0.732,0.909,0.0399,0.42,0.623,91.975,0.3235611899445364,0
691,0.791,0.942,0.0464,0.573,0.898,99.977,0.3678987583042903,0
693,0.733,0.945,0.0595,0.105,0.959,104.997,0.39571362873242866,0
694,0.716,0.889,0.0457,0.334,0.964,94.792,0.33916965408717914,0
695,0.762,0.848,0.0375,0.292,0.915,95.054,0.3406213465278509,0
696,0.778,0.871,0.0449,0.378,0.807,97.562,0.35451770012023553,0
697,0.766,0.76,0.0434,0.337,0.818,92.532,0.32664742158367455,0
698,0.363,0.653,0.0544,0.472,0.648,88.71,0.3054704425445619,0
699,0.645,0.706,0.0321,0.643,0.843,157.671,0.6875702990375611,0
704,0.728,0.896,0.0428,0.526,0.969,104.98,0.39561943494811036,0
705,0.742,0.84,0.0403,0.6,0.885,95.984,0.34577430061115144,0
706,0.812,0.875,0.0541,0.677,0.915,128.001,0.5231744413477468,0
707,0.772,0.975,0.0381,0.61,0.881,102.976,0.3845156500202239,0
708,0.704,0.769,0.0375,0.699,0.962,84.588,0.28263122025277176,0
709,0.656,0.873,0.0359,0.664,0.965,100.222,0.36925625696064357,0
710,0.698,0.943,0.0429,0.554,0.949,92.193,0.32476908670814886,0
711,0.86,0.84,0.0387,0.675,0.969,100.052,0.3683143191174597,0
712,0.632,0.931,0.038,0.704,0.941,94.819,0.3393192559799201,0
713,0.774,0.932,0.0382,0.626,0.83,100.999,0.3735614669850785,0
716,0.788,0.722,0.0323,0.476,0.921,91.989,0.32363876129632807,0
717,0.612,0.94,0.036,0.724,0.806,171.95,0.7666875370541725,0
718,0.759,0.752,0.0543,0.745,0.897,169.953,0.755622537802182,0
719,0.709,0.882,0.0383,0.265,0.964,99.941,0.367699289113969,0
721,0.548,0.911,0.0478,0.625,0.955,89.962,0.3124075377190698,0
722,0.832,0.904,0.0527,0.507,0.913,100.051,0.36830877830661735,0
723,0.584,0.722,0.0568,0.389,0.792,195.857,0.8991517018600501,0
724,0.796,0.824,0.0287,0.294,0.882,126.048,0.5123532377728157,0
725,0.514,0.914,0.0546,0.469,0.961,201.387,0.9297923858177406,0
726,0.694,0.574,0.0526,0.493,0.825,85.165,0.28582826810875506,0
727,0.646,0.534,0.0465,0.559,0.962,158.817,0.6939200682627896,0
728,0.67,0.806,0.032,0.378,0.943,100.8,0.3724588456274691,0
729,0.596,0.815,0.0347,0.216,0.944,106.814,0.4057812820328126,0
730,0.507,0.899,0.0479,0.217,0.855,97.653,0.3550219139068812,0
731,0.608,0.751,0.0654,0.315,0.764,196.054,0.9002432415959751,0
732,0.81,0.699,0.0306,0.718,0.96,120.061,0.47918040326021316,0
733,0.678,0.499,0.0308,0.256,0.718,92.627,0.3271737986136891,0
734,0.92,0.654,0.0401,0.0236,0.847,117.046,0.4624748585708033,0
735,0.617,0.533,0.0651,0.0891,0.835,158.86,0.6941583231290068,0
737,0.727,0.685,0.0398,0.0351,0.812,88.75,0.3056920749782523,0
738,0.82,0.452,0.0348,0.543,0.74,117.401,0.464441846419805,0
739,0.933,0.528,0.161,0.112,0.754,109.967,0.42325145861845426,0
740,0.675,0.649,0.0319,0.0204,0.596,116.624,0.46013663639537006,0
741,0.495,0.781,0.0413,0.254,0.473,119.206,0.47444300999008193,0
742,0.637,0.811,0.0583,0.363,0.552,112.053,0.43480959003540576,0
743,0.782,0.867,0.0487,0.0518,0.896,138.859,0.5833365654729914,0
744,0.573,0.902,0.054,0.018,0.876,84.412,0.2816560375445343,0
747,0.632,0.727,0.0438,0.0119,0.499,124.919,0.5060976623319057,0
748,0.705,0.847,0.0361,0.414,0.743,120.527,0.4817624211127056,0
751,0.746,0.79,0.0257,0.0485,0.891,107.231,0.40809180015403446,0
752,0.721,0.939,0.0376,0.115,0.914,113.309,0.4417688484532827,0
753,0.709,0.824,0.0453,0.207,0.867,118.814,0.4722710121399165,0
754,0.559,0.825,0.0401,0.0771,0.805,122.821,0.49447304118484703,0
755,0.817,0.599,0.0328,0.132,0.548,108.873,0.4171898115570233,0
756,0.62,0.574,0.0421,0.272,0.9,81.548,0.26578715529230545,0
757,0.501,0.5,0.0378,0.462,0.623,144.435,0.6142321267294256,0
758,0.446,0.239,0.0316,0.551,0.298,189.507,0.8639675530117077,0
759,0.887,0.48,0.117,0.0094,0.607,95.846,0.3450096687149198,0
760,0.461,0.918,0.0959,0.405,0.802,172.435,0.769374830312668,0
761,0.742,0.883,0.0329,0.333,0.978,136.506,0.5702990375611567,0
762,0.466,0.438,0.0608,0.089,0.587,193.1,0.8838756863679431,0
763,0.857,0.468,0.0476,0.00414,0.843,89.119,0.30773663417904573,0
764,0.661,0.552,0.0337,0.214,0.928,92.056,0.32400999562275945,0
765,0.64,0.852,0.0345,0.0243,0.793,122.902,0.49492184686306995,0
766,0.688,0.858,0.0348,0.103,0.697,92.253,0.32510153535868436,0
767,0.575,0.811,0.0401,0.0159,0.873,149.671,0.6432438122994919,0
769,0.41,0.874,0.0907,0.197,0.824,107.08,0.4072551377168535,0
770,0.661,0.908,0.039,0.052,0.656,144.091,0.6123260877996887,0
771,0.851,0.551,0.0396,0.151,0.807,131.922,0.544899960660243,0
773,0.731,0.738,0.0377,0.184,0.958,117.656,0.465854753184581,0
774,0.775,0.857,0.0699,0.0906,0.797,118.419,0.47008239185722434,0
776,0.797,0.814,0.0382,0.426,0.874,149.42,0.6418530687780849,0
777,0.367,0.452,0.0307,0.0353,0.189,113.066,0.4404224314186138,0
778,0.532,0.729,0.0474,0.382,0.595,121.97,0.4897578111580848,0
779,0.62,0.936,0.0308,0.0261,0.763,97.527,0.3543237717407566,0
780,0.686,0.609,0.0444,0.258,0.719,127.736,0.5217061264745483,0
781,0.596,0.869,0.037,0.0116,0.944,109.902,0.4228913059137074,0
782,0.539,0.858,0.0444,0.0332,0.353,117.841,0.4668798031903989,0
784,0.723,0.881,0.0743,0.349,0.658,136.306,0.5691908753927051,0
785,0.527,0.942,0.0366,0.0115,0.495,148.723,0.6379911236210307,0
786,0.899,0.237,0.102,0.0113,0.744,111.503,0.4317621440721635,0
787,0.746,0.507,0.0453,0.159,0.861,108.833,0.41696817912333295,0
788,0.7,0.781,0.0507,0.0874,0.385,108.695,0.4162035472271012,0
789,0.711,0.292,0.037,0.313,0.194,103.951,0.38991794059142615,0
790,0.795,0.63,0.0841,0.0419,0.785,108.701,0.4162367920921547,0
792,0.73,0.487,0.0303,0.258,0.731,114.965,0.45094443120806305,0
793,0.516,0.776,0.0412,0.399,0.859,177.399,0.7968794153336399,0
795,0.796,0.693,0.0413,0.164,0.954,108.8,0.4167853323655384,0
797,0.779,0.717,0.0335,0.0125,0.789,115.384,0.4532660309509694,0
798,0.777,0.725,0.047,0.126,0.851,128.349,0.5251026435208528,0
799,0.523,0.954,0.0788,0.00217,0.573,84.921,0.28447631026324394,0
800,0.791,0.805,0.0464,0.16,0.882,122.219,0.4911374730578072,0
801,0.748,0.414,0.0405,0.069,0.239,97.646,0.3549831282309853,0
802,0.533,0.783,0.0366,0.0116,0.726,124.874,0.505848325844004,0
807,0.286,0.5,0.0357,0.134,0.443,99.162,0.3633829974678495,0
808,0.683,0.875,0.0481,0.204,0.674,115.401,0.4533602247352877,0
809,0.681,0.893,0.0378,6.47e-05,0.951,130.475,0.5368824073714947,0
810,0.524,0.802,0.0432,0.0267,0.712,121.35,0.4863225084358844,0
813,0.582,0.966,0.0675,0.0516,0.948,186.296,0.846176009397215,0
814,0.738,0.801,0.0284,0.0438,0.532,122.857,0.49467251037516835,0
815,0.599,0.945,0.0708,0.02,0.912,171.567,0.7645654065015874,0
816,0.811,0.824,0.0301,0.038,0.822,125.06,0.5068789166606641,0
817,0.63,0.973,0.135,0.0974,0.968,178.183,0.8012234110339707,0
818,0.763,0.939,0.0488,0.422,0.448,124.396,0.5031998182614044,0
820,0.652,0.607,0.0368,0.0314,0.72,94.089,0.3352744640650712,0
821,0.728,0.891,0.0564,0.1,0.628,127.639,0.5211686678228492,0
822,0.61,0.893,0.0466,0.0993,0.572,100.934,0.37320131428033176,0
824,0.67,0.932,0.0428,0.0814,0.69,127.178,0.5186143540245679,0
825,0.677,0.792,0.0287,0.0201,0.55,119.223,0.47453720377440034,0
826,0.551,0.895,0.0391,0.00268,0.359,127.223,0.5188636905124696,0
827,0.603,0.929,0.0407,0.0121,0.537,101.208,0.3747194964511107,0
828,0.633,0.647,0.0333,0.402,0.492,125.008,0.5065907944968666,0
829,0.584,0.858,0.035,0.211,0.163,125.864,0.5113337285778401,0
830,0.252,0.937,0.149,0.0291,0.217,79.296,0.253309249275539,0
831,0.529,0.943,0.044,0.0203,0.201,104.63,0.3936801511533198,0
832,0.501,0.973,0.112,0.134,0.263,125.916,0.5116218507416375,0
833,0.271,0.978,0.178,0.0893,0.474,178.936,0.8053956415981915,0
834,0.611,0.803,0.0278,0.0816,0.715,126.507,0.5148964699494124,0
836,0.531,0.751,0.0251,0.0122,0.53,95.215,0.3415134170734545,0
838,0.536,0.749,0.0282,0.000638,0.796,124.235,0.5023077477158008,0
840,0.385,0.759,0.0436,0.00111,0.142,134.026,0.5565578266723553,0
841,0.374,0.759,0.0261,0.00371,0.289,165.415,0.7304783382000122,0
842,0.549,0.795,0.0268,0.00224,0.573,150.076,0.6454878406906066,0
843,0.693,0.823,0.0292,0.0759,0.949,93.923,0.33435468946525637,0
844,0.361,0.519,0.0594,0.414,0.266,170.562,0.7589968916051175,0
845,0.502,0.784,0.0243,0.00223,0.613,95.966,0.3456745660159908,0
847,0.605,0.855,0.047,0.0183,0.694,172.275,0.7684883005779066,0
848,0.686,0.603,0.037,0.119,0.551,152.474,0.6587747050903429,0
849,0.757,0.751,0.0487,0.0267,0.954,151.267,0.6520869464037367,0
850,0.814,0.621,0.0533,0.297,0.646,117.331,0.464053989660847,0
851,0.699,0.606,0.031,0.0343,0.754,146.046,0.6231583729963043,0
